"material_id","status","location"
"3529","4","9262"
"9920","2","8615"
"3651","2","652"
"7628","5","9780"
"3893","2","681"
"924","2","4381"
"8156","5","7256"
"9707","2","94689"
"4681","5","93964"
"5721","1","5708"
"8753","2","76862"
"6057","3","78480"
"4980","2","8245"
"8168","3","8497"
"464","5","644"
"2754","5","210"
"9644","3","831"
"5533","1","83618"
"4126","1","698"
"5395","3","588"
"6558","2","28583"
"6619","3","970"
"376","1","88434"
"2855","1","3635"
"4598","2","13848"
"4510","5","5076"
"2367","2","30875"
"410","3","63434"
"9840","5","4211"
"7570","5","603"
"2977","1","109"
"7091","5","260"
"1183","5","7588"
"3086","3","59506"
"1549","1","8626"
"6374","3","97222"
"2530","3","14555"
"4219","1","2742"
"6694","5","673"
"3812","2","74152"
"6172","3","4663"
"5411","4","416"
"9814","4","16291"
"9557","2","7671"
"1518","5","39897"
"4684","4","46577"
"5682","1","7293"
"4319","5","6432"
"4538","4","114"
"1050","4","732"
"3977","1","24724"
"9760","3","75252"
"4970","2","945"
"9385","2","6694"
"2133","5","6587"
"9075","4","334"
"7379","5","28854"
"3","5","6156"
"6611","4","8924"
"5746","5","89826"
"1454","1","4842"
"9576","1","2369"
"6310","2","57000"
"5697","3","334"
"3542","2","85451"
"8967","1","57472"
"673","3","7891"
"1959","5","63371"
"8435","4","8187"
"4382","2","8227"
"158","3","472"
"6941","2","913"
"9985","3","146"
"9545","4","21103"
"1834","2","517"
"8244","5","4229"
"9607","3","31036"
"5887","4","96039"
"8913","3","292"
"4446","3","8018"
"2496","2","125"
"3134","3","938"
"3607","2","8098"
"9865","2","79875"
"1348","3","978"
"5529","3","5777"
"9423","5","31883"
"3331","1","2560"
"4052","4","5145"
"1670","1","4192"
"2333","3","92684"
"4668","1","211"
"2197","1","240"
"3641","5","326"
"3750","3","729"
"2030","2","7841"
"6561","5","8649"
"9746","5","45901"
"494","5","6162"
"2609","4","66732"
"6213","1","496"
"1130","4","404"
"8110","5","2802"
"52","4","494"
"7539","4","33220"
"4330","3","13949"
"3866","4","25515"
"6759","3","1300"
"8217","5","9894"
"5659","1","743"
"2838","3","5680"
"5643","5","7111"
"8132","2","9619"
"2286","1","69351"
"4950","5","86443"
"6143","3","94230"
"3214","5","15196"
"8344","5","2944"
"5475","1","98899"
"4022","4","31143"
"1437","2","641"
"7824","3","1740"
"3169","4","2087"
"4659","5","4777"
"2080","4","293"
"5578","5","33581"
"5748","3","620"
"5002","2","67835"
"7420","2","816"
"5851","3","4325"
"4727","5","5163"
"4744","1","38608"
"9798","5","68578"
"2652","5","94221"
"8947","1","23466"
"643","2","72121"
"2594","1","31924"
"3865","2","901"
"3958","1","406"
"2414","2","592"
"3901","5","71939"
"8330","5","386"
"6291","3","541"
"716","2","84179"
"9678","2","9455"
"9765","2","443"
"4086","4","601"
"5731","5","74676"
"7277","3","2975"
"6559","5","3267"
"4561","3","546"
"103","2","652"
"43","5","33792"
"6216","4","72424"
"8762","1","1410"
"5106","2","3474"
"4059","3","81060"
"8071","4","48024"
"3885","2","876"
"2739","5","120"
"3766","2","806"
"363","1","901"
"6816","1","4974"
"9910","3","22211"
"855","1","91520"
"3102","1","7170"
"8665","3","96504"
"7279","2","68073"
"9934","5","564"
"2455","5","747"
"5905","3","18927"
"8593","2","99230"
"6567","2","938"
"7336","3","317"
"7018","1","4089"
"498","4","95367"
"6567","2","111"
"830","3","82107"
"7886","2","696"
"7108","5","128"
"8308","2","5165"
"1120","5","443"
"8938","4","695"
"6787","4","490"
"771","4","8312"
"1079","4","75828"
"2624","4","53766"
"8472","4","106"
"6036","1","237"
"9594","2","1269"
"2671","3","8999"
"3390","5","34662"
"7567","2","77966"
"7102","2","384"
"4647","3","392"
"7550","2","4441"
"4958","2","88181"
"9589","3","15741"
"9717","3","304"
"8929","5","86679"
"2345","2","4309"
"6054","5","30735"
"7442","5","941"
"5547","5","30392"
"1631","5","3723"
"5300","3","70963"
"6805","5","4113"
"9563","4","4767"
"8223","1","75315"
"6018","5","96286"
"1525","3","9312"
"7334","2","8838"
"8883","4","2555"
"2918","5","63274"
"5749","2","5533"
"984","1","93983"
"94","4","466"
"8632","1","2912"
"1256","2","4295"
"2368","2","6220"
"597","5","5927"
"5589","1","19184"
"1935","3","9347"
"7982","4","2632"
"6639","2","9493"
"4026","3","979"
"4476","2","848"
"8112","3","2291"
"5504","1","830"
"3079","2","3356"
"7952","1","118"
"9046","1","538"
"5515","1","514"
"2289","1","174"
"3952","5","64880"
"4665","2","1769"
"7508","4","245"
"6761","1","522"
"377","2","11042"
"9478","1","120"
"5117","3","78993"
"2714","1","1235"
"3136","5","23164"
"8031","4","9815"
"3865","2","6762"
"3163","1","6055"
"1994","3","86777"
"8141","4","16417"
"8117","3","57671"
"9094","2","7388"
"138","5","46470"
"6594","1","905"
"5452","1","6808"
"6273","4","8913"
"3974","3","7629"
"7871","5","78111"
"6479","4","4802"
"6017","1","659"
"8358","5","71618"
"94","4","3878"
"8533","3","982"
"7706","4","5892"
"7665","5","87498"
"5593","3","9958"
"5153","3","9021"
"3205","4","21769"
"6238","1","58021"
"9003","2","7627"
"217","3","42003"
"3670","4","130"
"2024","3","2497"
"376","4","79224"
"2392","5","207"
"3163","4","5606"
"9081","5","61797"
"9466","5","5879"
"2641","5","94473"
"3714","2","398"
"8534","4","21840"
"2058","4","89451"
"8043","5","380"
"1310","5","13127"
"5282","5","474"
"638","5","876"
"9396","5","405"
"2668","1","11608"
"26","5","6501"
"2680","2","5645"
"9145","5","849"
"768","1","315"
"3731","1","6323"
"341","1","472"
"925","1","392"
"5724","1","21495"
"9388","1","768"
"5828","5","3264"
"3818","2","21595"
"2350","1","9242"
"8316","1","73852"
"6372","5","974"
"8393","2","590"
"8990","3","855"
"3066","4","370"
"7277","5","50928"
"3765","1","88043"
"2982","4","2553"
"4096","1","1811"
"5156","5","569"
"798","1","643"
"7664","5","9298"
"136","2","2195"
"1910","4","27301"
"3610","5","197"
"1370","2","589"
"765","5","3519"
"2496","5","35086"
"9405","5","313"
"7297","2","50926"
"8978","5","8621"
"3271","3","58671"
"4596","5","39191"
"6436","3","82504"
"2955","2","8990"
"1286","3","76196"
"2720","4","727"
"1612","1","193"
"137","3","955"
"1604","3","9166"
"2089","3","68637"
"1357","1","42833"
"8227","4","88710"
"2071","4","579"
"7503","4","48405"
"9560","2","796"
"9643","4","13307"
"1476","4","210"
"2163","2","13956"
"3865","3","28206"
"249","1","330"
"4401","5","1444"
"5461","1","2392"
"2729","3","162"
"3301","2","5943"
"9100","1","388"
"742","3","54236"
"2842","2","298"
"4844","4","31591"
"1315","1","62586"
"1354","3","3004"
"7256","2","37154"
"1204","2","17269"
"3936","3","35960"
"4637","1","5646"
"7625","3","499"
"4599","2","780"
"7660","1","23372"
"2685","1","55865"
"6019","5","8458"
"277","3","5872"
"3957","2","510"
"4688","2","4530"
"9417","1","5422"
"6672","4","92899"
"1149","1","442"
"4402","3","303"
"9722","4","9977"
"6441","4","3843"
"2326","4","9135"
"320","2","9688"
"3491","5","31476"
"8767","5","54623"
"3294","2","560"
"6234","3","12277"
"9557","4","2490"
"7520","1","60235"
"5326","2","5281"
"6537","4","93480"
"3356","2","1708"
"7688","5","4849"
"9017","1","51854"
"6739","3","47082"
"7715","1","4109"
"3320","2","3380"
"6623","2","407"
"2800","2","558"
"9666","1","73585"
"8657","1","2493"
"4247","1","3517"
"3031","5","1819"
"2056","5","43911"
"2531","3","5093"
"9488","3","654"
"2083","1","37009"
"4783","4","4348"
"3259","2","1816"
"615","1","65209"
"3417","3","2081"
"3949","3","95204"
"7949","3","64571"
"4600","1","736"
"7635","1","9190"
"5985","1","158"
"7536","3","3683"
"8353","3","813"
"1607","5","361"
"914","2","51769"
"1095","1","70340"
"8815","3","620"
"1144","4","289"
"9002","2","957"
"84","4","2869"
"5132","4","770"
"5562","2","6252"
"4481","3","858"
"6447","2","712"
"5930","5","929"
"9600","5","253"
"8971","2","668"
"3413","3","1048"
"8857","3","24949"
"4500","3","772"
"3976","2","66096"
"5146","5","2666"
"3069","2","22099"
"7170","3","620"
"7927","2","3282"
"3770","5","7303"
"3538","1","205"
"7520","5","4759"
"2440","5","1130"
"1987","4","41237"
"1238","1","43568"
"6925","4","5548"
"6011","2","116"
"7969","1","51468"
"493","2","3487"
"6258","1","7540"
"4660","2","551"
"2033","5","8295"
"830","3","154"
"7256","4","9715"
"7586","3","196"
"5053","2","67530"
"9342","4","735"
"3727","4","5924"
"9589","1","1365"
"3043","1","40454"
"6792","2","862"
"4421","3","7913"
"8942","3","64522"
"3344","3","409"
"1973","1","93677"
"9665","5","7730"
"9063","5","927"
"4409","3","236"
"7566","1","8288"
"9900","4","36574"
"6412","2","7137"
"8861","1","2317"
"2332","5","572"
"4119","4","998"
"2651","2","7965"
"8037","2","5357"
"2431","4","300"
"8587","1","37704"
"6981","1","18661"
"4617","1","82852"
"9847","2","229"
"4625","2","8242"
"8900","2","66706"
"9865","5","16006"
"5038","3","27747"
"3179","3","4701"
"5633","2","1026"
"6575","1","9331"
"8674","4","31445"
"7641","1","100"
"7859","4","2453"
"3158","1","1614"
"7989","2","884"
"6093","3","4765"
"5035","4","6322"
"7973","5","724"
"2700","1","545"
"5831","5","550"
"1804","3","252"
"5978","3","7786"
"5037","1","6987"
"5602","2","29276"
"2741","1","7771"
"2739","5","623"
"97","1","4318"
"6878","2","695"
"1357","2","56282"
"7246","4","182"
"9026","4","659"
"5400","3","2865"
"6818","5","35642"
"8350","1","436"
"5727","1","140"
"8360","5","838"
"6011","4","93218"
"7886","4","70868"
"7618","2","431"
"4552","5","992"
"4934","3","9592"
"118","5","726"
"5442","2","7459"
"8744","2","11491"
"9773","4","970"
"359","3","3862"
"8456","1","602"
"3545","3","6882"
"6372","5","47449"
"6222","4","17580"
"8798","2","603"
"697","1","6335"
"6619","1","48529"
"7314","5","369"
"5029","5","633"
"8751","2","78918"
"9784","4","29870"
"2653","3","8161"
"1144","4","491"
"8701","2","825"
"3350","4","4355"
"4517","2","2709"
"8602","5","108"
"6662","3","20472"
"2896","1","5694"
"8283","3","8544"
"5370","1","772"
"2588","3","746"
"3197","5","66004"
"4226","3","8124"
"7958","2","9429"
"6714","4","35084"
"1450","4","241"
"1560","3","8203"
"6389","1","11233"
"4342","5","2364"
"7502","4","69457"
"9881","4","649"
"4146","2","2238"
"1017","5","41927"
"224","3","4762"
"4572","2","1287"
"741","4","3904"
"2483","5","99261"
"7278","1","76540"
"5","5","3726"
"7678","3","826"
"2550","1","4326"
"8964","4","65100"
"1520","5","6216"
"1253","5","8751"
"471","4","64105"
"5923","1","779"
"5374","4","919"
"6738","2","8022"
"1361","4","696"
"1195","5","9937"
"7582","1","7733"
"9919","4","15016"
"8537","5","420"
"4523","3","358"
"6566","4","3827"
"4331","3","7786"
"5163","3","69345"
"3256","2","8717"
"8538","5","9024"
"8891","5","103"
"3660","4","380"
"9069","3","783"
"1295","3","52988"
"5602","3","2405"
"1799","5","74509"
"5945","5","357"
"2188","2","992"
"7042","3","560"
"7602","3","976"
"3007","2","6999"
"549","1","153"
"6413","5","60746"
"4525","5","148"
"6417","2","6398"
"4616","3","969"
"642","2","29773"
"4167","2","9894"
"1932","2","358"
"4340","2","53449"
"6875","1","6789"
"6713","4","1825"
"2052","5","585"
"8534","5","2224"
"5083","2","77108"
"6687","3","3519"
"2545","2","15461"
"4960","1","416"
"9753","1","1956"
"6799","3","79172"
"5250","5","55067"
"1465","2","57196"
"4320","1","2277"
"4266","5","13058"
"6767","1","1028"
"1952","1","36581"
"8809","3","448"
"2222","3","2748"
"6389","1","53527"
"2857","1","481"
"3208","3","9794"
"5163","5","741"
"3737","4","972"
"4134","2","178"
"320","4","8106"
"3369","4","70966"
"2896","5","75797"
"793","4","24488"
"6024","3","60902"
"514","5","97664"
"5419","4","592"
"3754","1","40114"
"9324","5","4535"
"7137","1","5912"
"7931","2","38279"
"282","4","838"
"2586","5","89794"
"8520","4","98211"
"2868","4","611"
"9474","5","3537"
"9443","4","7224"
"4599","3","7410"
"2192","2","947"
"9973","3","94220"
"5580","4","130"
"6706","4","2493"
"459","1","3985"
"2158","2","28500"
"30","1","45587"
"2268","2","79018"
"6580","1","752"
"9283","5","31565"
"483","5","6724"
"7467","5","671"
"4197","4","66108"
"4005","4","8527"
"9134","1","69752"
"8972","1","10808"
"3114","5","5843"
"9624","1","8412"
"9185","4","15990"
"5847","3","5098"
"3797","2","388"
"3452","1","869"
"5588","2","47187"
"7753","1","2598"
"7726","5","2406"
"9765","2","49618"
"1083","4","60023"
"5336","2","43840"
"3070","1","796"
"1251","1","791"
"4367","1","8313"
"7082","1","96884"
"1526","5","1068"
"5662","2","7329"
"6083","1","227"
"6025","4","78236"
"7225","2","7088"
"1779","3","68379"
"4977","3","1697"
"821","3","25077"
"9821","1","315"
"9053","1","9420"
"5028","5","2902"
"2174","4","31801"
"1940","4","5121"
"7868","5","2745"
"3703","4","425"
"1358","3","87357"
"2768","2","2620"
"3145","2","65293"
"1888","4","707"
"4098","4","431"
"5788","3","294"
"6672","1","173"
"9528","1","465"
"2410","5","8868"
"7201","5","7562"
"1337","4","26570"
"3962","5","4387"
"4930","5","7101"
"2016","1","5563"
"8987","4","28578"
"6598","4","232"
"7053","4","2057"
"2127","4","533"
"8342","2","94027"
"9575","2","414"
"1056","3","12563"
"7224","2","5507"
"8094","2","57276"
"4470","5","36670"
"4904","4","41486"
"615","3","24933"
"4114","5","81483"
"7531","2","802"
"334","4","47533"
"1500","2","240"
"8968","1","6957"
"9848","4","889"
"934","4","691"
"3514","5","917"
"1230","4","852"
"3898","2","841"
"9588","2","4032"
"8493","3","14262"
"4971","5","81021"
"3892","4","320"
"698","4","3264"
"6786","2","671"
"6084","5","192"
"7649","5","564"
"5114","4","49881"
"5898","2","554"
"5047","5","59664"
"7452","5","8708"
"6258","1","9756"
"7487","3","3088"
"8360","1","303"
"8022","3","5614"
"9104","2","55858"
"4224","5","34528"
"443","1","982"
"8105","1","10049"
"2345","4","4039"
"1285","1","21409"
"4788","3","966"
"1796","4","7758"
"4583","2","53079"
"4653","1","299"
"7868","3","8501"
"6621","1","300"
"2627","2","187"
"728","3","1588"
"8436","4","125"
"8779","3","46602"
"2383","1","255"
"7710","2","875"
"1050","4","5483"
"947","2","606"
"9671","5","92737"
"9697","5","8895"
"1756","2","23067"
"9520","2","5388"
"5418","1","6694"
"9572","1","49091"
"7631","5","62337"
"7578","1","35603"
"3854","1","13415"
"348","1","5159"
"4483","2","24773"
"9165","3","30062"
"7402","4","2240"
"4362","5","8465"
"5081","4","609"
"6662","5","8016"
"6150","5","49681"
"3074","2","525"
"5282","4","28289"
"2242","2","26747"
"4086","1","962"
"8390","3","852"
"9718","2","4855"
"2301","3","46509"
"219","5","210"
"9948","5","1025"
"5927","2","728"
"693","3","5347"
"1285","4","7129"
"2510","2","880"
"1812","1","4072"
"9274","4","94541"
"3318","4","339"
"9326","4","993"
"841","5","589"
"1955","3","9979"
"3283","2","5071"
"6466","2","9714"
"8912","5","79148"
"7383","4","6802"
"4637","4","5062"
"5516","5","66168"
"7318","1","50913"
"8230","1","2878"
"413","3","71368"
"839","2","7254"
"6028","3","68759"
"556","1","54953"
"2587","5","823"
"6811","1","70239"
"4372","2","54091"
"9527","3","3876"
"1606","1","3204"
"5888","3","8982"
"2950","5","870"
"8605","4","8037"
"3387","4","281"
"3397","3","33195"
"4717","2","350"
"8491","2","4383"
"6077","1","913"
"9676","3","1647"
"5011","1","832"
"5275","3","8605"
"6605","1","8282"
"775","1","120"
"186","2","6466"
"5034","3","79743"
"8406","4","713"
"8923","2","896"
"5580","5","54834"
"9206","5","7391"
"2407","5","3771"
"1041","4","55410"
"371","3","86652"
"5753","5","31219"
"5058","5","2439"
"1508","4","44766"
"6931","4","3148"
"5180","2","9275"
"905","2","691"
"8628","3","52412"
"4572","3","172"
"2882","3","7909"
"2740","4","79880"
"6666","3","9402"
"8161","1","37356"
"4408","1","71029"
"1410","5","468"
"5615","1","70967"
"1860","1","4624"
"1985","2","16267"
"1296","2","978"
"3438","4","9883"
"5968","4","49413"
"5356","4","527"
"6641","3","326"
"6728","4","183"
"5979","3","96002"
"3319","3","80468"
"6026","3","5998"
"5339","1","2555"
"6584","5","857"
"2595","5","39007"
"1609","1","74591"
"1363","5","81943"
"6012","3","33479"
"246","4","562"
"8729","1","123"
"7490","2","444"
"6539","3","9938"
"2478","2","292"
"1380","3","19199"
"4075","2","7898"
"5488","3","3707"
"7679","3","864"
"7914","4","87459"
"4652","2","756"
"7632","3","417"
"5343","4","71471"
"9464","1","513"
"6681","3","31893"
"9547","4","760"
"985","4","119"
"3950","3","484"
"2454","3","48660"
"8494","3","7092"
"1799","1","347"
"626","1","93589"
"4407","2","72782"
"2718","2","123"
"8829","5","88374"
"4851","4","5410"
"7779","5","641"
"8882","4","76913"
"3795","2","98069"
"2744","5","14130"
"9785","5","25692"
"6893","4","973"
"5424","3","883"
"9545","2","37593"
"4285","4","8607"
"2679","2","46626"
"5549","4","971"
"2133","3","7226"
"8735","2","3134"
"8099","2","757"
"1833","4","82514"
"3124","3","7248"
"9412","5","144"
"5190","4","5261"
"6553","3","3241"
"9687","4","577"
"5847","4","58527"
"7525","5","175"
"7835","4","12188"
"5495","4","806"
"4265","2","2212"
"2517","3","74940"
"3423","3","61329"
"9445","4","3266"
"5798","1","8305"
"1642","5","5154"
"907","2","220"
"7342","4","527"
"6639","1","921"
"6281","3","95314"
"2034","1","31775"
"7551","2","83639"
"6589","1","80463"
"3144","3","960"
"6217","4","80415"
"3216","1","91535"
"6735","5","75161"
"248","2","55794"
"8166","5","100"
"147","5","72081"
"8698","1","19503"
"610","2","76223"
"1650","5","9902"
"7711","2","3306"
"703","5","8028"
"6390","4","68476"
"917","4","9220"
"260","4","37556"
"1791","2","5331"
"1391","2","5004"
"614","2","759"
"3348","5","297"
"408","3","2412"
"1242","3","16078"
"9340","3","78658"
"4345","5","127"
"6218","4","434"
"4150","2","5976"
"203","2","66729"
"1996","2","3179"
"352","2","119"
"4477","4","984"
"7600","2","914"
"3877","2","684"
"261","4","8039"
"2592","2","4974"
"2709","5","1817"
"1497","1","835"
"9095","3","471"
"1868","1","18885"
"4761","2","82846"
"3912","2","906"
"5498","3","366"
"4548","5","33266"
"102","4","629"
"4238","3","845"
"5500","4","8541"
"649","1","7547"
"6436","5","2588"
"5007","1","43747"
"8994","5","9950"
"5862","3","5906"
"2765","4","919"
"3566","2","29649"
"2452","3","44437"
"7105","3","201"
"2041","2","5823"
"485","2","6968"
"3974","1","44443"
"4584","3","9047"
"4707","1","790"
"8891","1","334"
"1696","3","6694"
"6378","2","9460"
"3727","5","2019"
"8730","5","420"
"1658","1","394"
"9768","4","987"
"8284","4","4030"
"364","3","89272"
"7583","4","14789"
"4407","1","37406"
"6288","3","3604"
"7159","4","224"
"887","3","29679"
"9360","5","240"
"119","2","42229"
"3975","4","5351"
"9000","5","121"
"6000","5","900"
"89","1","968"
"912","5","41171"
"8080","2","759"
"5443","4","54176"
"1120","1","1138"
"6499","5","3519"
"3550","5","31072"
"4945","1","677"
"4871","3","98240"
"2852","3","2431"
"8394","2","63795"
"3326","5","346"
"4028","2","3080"
"5841","3","37201"
"4180","3","367"
"3391","5","1584"
"2470","3","9956"
"5748","1","898"
"3764","1","496"
"2012","3","458"
"2765","2","2741"
"7461","1","978"
"4858","4","9818"
"7582","4","721"
"9416","3","3457"
"4713","3","840"
"5133","1","69157"
"3977","4","890"
"4968","3","63820"
"4430","1","3965"
"6544","1","883"
"7656","4","762"
"6893","3","5142"
"8088","1","49833"
"9906","3","930"
"3560","2","551"
"6133","3","165"
"2466","5","515"
"8191","1","2055"
"7651","3","20629"
"5892","3","991"
"1955","2","82257"
"1560","4","2881"
"4864","5","73177"
"8383","1","464"
"5200","3","6197"
"675","4","98893"
"1071","2","968"
"5148","3","4889"
"6373","5","750"
"746","4","6858"
"8288","2","61141"
"2419","5","2937"
"8129","1","534"
"771","4","54981"
"901","4","8328"
"7866","1","58125"
"1041","2","4838"
"1306","5","60382"
"836","4","869"
"5811","2","2955"
"7109","2","9341"
"6796","3","51385"
"2667","4","30818"
"553","3","2218"
"4208","4","41484"
"4232","5","9617"
"4857","1","949"
"5165","3","259"
"6311","3","366"
"7148","1","796"
"9222","4","10962"
"4553","1","90911"
"116","5","375"
"8364","5","3925"
"9698","4","12494"
"6029","2","2767"
"6993","2","57793"
"5016","5","7219"
"2790","1","204"
"1916","1","72543"
"3221","1","8591"
"3571","3","2597"
"3411","5","2937"
"1990","3","38512"
"8550","3","84631"
"7122","1","81102"
"80","2","21160"
"8043","3","1270"
"8866","1","26322"
"7772","3","6399"
"8292","1","7752"
"6244","5","6272"
"7435","5","3609"
"3509","2","2042"
"8842","5","4751"
"1621","4","6474"
"3196","5","72964"
"6150","3","3261"
"5725","2","1002"
"898","3","18625"
"9388","3","6895"
"9748","4","10006"
"6560","2","49110"
"4967","3","81141"
"5465","1","163"
"7360","1","84422"
"2284","5","7489"
"7036","1","594"
"5525","3","50734"
"8995","1","216"
"278","2","18993"
"1583","1","674"
"5534","2","8306"
"1659","4","3417"
"6270","2","63721"
"4895","4","36823"
"7213","2","2658"
"4942","2","1761"
"6621","4","9387"
"2329","3","8060"
"9146","5","3481"
"984","4","4120"
"2713","3","24560"
"9252","1","44698"
"6830","2","960"
"9380","3","37392"
"1034","3","6770"
"7762","5","4018"
"6937","5","993"
"6292","5","7408"
"4725","2","113"
"7844","3","198"
"6764","4","690"
"4651","5","3813"
"7430","4","1627"
"292","5","39100"
"4305","3","878"
"7070","5","811"
"8751","2","7099"
"860","3","49616"
"6131","4","144"
"6483","5","5037"
"7361","3","1835"
"7256","2","875"
"7048","4","69040"
"9120","3","1726"
"7717","5","535"
"5954","1","92328"
"3196","1","3549"
"7904","3","51092"
"6207","3","6724"
"3967","1","95242"
"5189","4","623"
"9942","1","9832"
"947","3","36952"
"1358","4","294"
"1629","1","7849"
"9556","4","4985"
"8233","5","933"
"3639","5","42586"
"2983","5","284"
"6326","4","89823"
"952","2","482"
"7876","2","29970"
"8718","5","699"
"1048","4","130"
"5192","4","650"
"3479","5","4393"
"5664","5","516"
"2184","1","1637"
"1428","2","1328"
"5370","5","623"
"818","5","5309"
"1577","3","6041"
"3557","4","55114"
"5057","2","317"
"8289","5","580"
"5840","1","332"
"1808","3","73315"
"8286","2","698"
"4195","2","2290"
"4812","3","102"
"3982","4","911"
"9140","5","50150"
"5062","3","762"
"6102","1","4719"
"6340","4","845"
"7560","5","794"
"8926","1","65621"
"8573","1","252"
"9517","2","69182"
"8403","1","20246"
"7847","1","86231"
"555","3","68012"
"8426","2","173"
"8722","1","3126"
"9579","1","5268"
"9888","5","89660"
"50","1","44606"
"9339","3","230"
"3747","5","572"
"8278","5","5870"
"291","3","54372"
"1079","3","315"
"6802","5","17473"
"9199","5","9459"
"6294","5","57770"
"2525","5","70401"
"8915","5","9986"
"6043","5","35577"
"5498","2","29735"
"7171","3","97886"
"7468","2","34873"
"3604","1","23114"
"7411","5","7731"
"2793","3","89809"
"6388","4","848"
"7978","4","80978"
"3307","4","530"
"8940","1","388"
"3152","5","98487"
"1585","3","2359"
"3416","5","819"
"4790","2","993"
"403","1","38688"
"2935","4","79459"
"9397","2","200"
"5786","3","243"
"6577","5","282"
"7021","3","9350"
"9619","1","8350"
"3787","3","400"
"1617","3","367"
"1365","3","667"
"2149","2","307"
"6751","5","707"
"8764","3","47018"
"442","3","4504"
"3821","1","38911"
"7552","2","988"
"9282","5","5440"
"3554","5","472"
"1811","4","64367"
"3947","4","6975"
"2228","2","32415"
"7551","4","572"
"262","5","8655"
"9820","1","5399"
"4046","2","636"
"7051","1","732"
"5441","4","127"
"9607","1","7579"
"9944","2","4491"
"1501","4","707"
"5307","3","18540"
"7391","5","7294"
"2304","5","42285"
"9139","2","798"
"5980","4","1359"
"9949","4","675"
"8204","5","9568"
"2685","1","96524"
"4513","3","479"
"8680","3","531"
"2623","5","927"
"715","5","933"
"5727","5","56309"
"2751","1","990"
"4102","2","1818"
"5286","3","892"
"7425","1","7205"
"9285","4","11424"
"3329","2","55665"
"4096","5","143"
"9727","4","841"
"7069","4","1685"
"9490","4","2263"
"2923","5","461"
"777","4","7434"
"5389","1","77135"
"1988","3","988"
"3309","4","199"
"1535","2","28459"
"2320","2","564"
"5868","5","17755"
"5474","4","55942"
"3039","5","3956"
"7563","2","889"
"5789","4","455"
"9946","1","3281"
"2050","1","13818"
"5062","1","588"
"3637","4","77693"
"9981","4","3429"
"9237","2","72518"
"7020","5","869"
"3734","1","301"
"8838","4","356"
"880","5","56506"
"1680","5","20083"
"6847","3","87241"
"4173","5","41263"
"7716","1","2842"
"7775","3","4810"
"752","1","933"
"1717","2","687"
"3808","5","606"
"7699","4","546"
"11","4","1338"
"1357","5","468"
"1511","5","38913"
"1948","5","33944"
"8083","4","390"
"62","5","4828"
"8238","5","461"
"6132","4","80687"
"5262","5","22370"
"4657","2","6513"
"647","4","429"
"6929","3","74175"
"8470","5","60158"
"16","5","398"
"8946","5","7868"
"9163","2","513"
"2747","2","44187"
"1715","1","75421"
"3624","5","77936"
"6854","3","195"
"9126","5","72806"
"1630","3","598"
"1545","1","3114"
"8883","1","2019"
"9062","4","6528"
"5289","5","1907"
"6987","5","27604"
"5408","3","3471"
"3374","1","330"
"1241","2","998"
"6859","2","7138"
"5923","4","2792"
"4344","1","71605"
"2793","1","7390"
"1074","5","4180"
"8378","5","5550"
"5255","3","89093"
"970","2","962"
"1490","1","117"
"2964","5","734"
"4060","2","2353"
"3824","1","8773"
"451","4","29460"
"1591","3","97184"
"8482","2","225"
"8277","2","131"
"7333","4","4712"
"5293","4","848"
"2320","3","34930"
"3030","3","820"
"5803","1","401"
"424","4","96556"
"826","5","78043"
"1063","5","4340"
"745","1","4215"
"5461","3","9065"
"9212","1","95190"
"9189","1","47238"
"5277","3","4782"
"565","3","86298"
"9524","1","82384"
"164","5","8803"
"6742","2","4667"
"5383","3","240"
"8318","3","8512"
"9333","3","6693"
"5346","3","7046"
"5537","5","6079"
"1557","5","585"
"4829","4","274"
"9419","1","5512"
"6196","3","74895"
"640","3","865"
"6596","1","7744"
"9063","4","8291"
"6289","5","86245"
"2508","5","4905"
"7962","5","828"
"604","1","4973"
"2107","2","737"
"1402","1","8156"
"2052","5","155"
"2215","3","27852"
"41","4","4969"
"3219","4","254"
"696","5","73547"
"8639","4","642"
"8571","5","929"
"1075","2","4417"
"4952","2","78088"
"4475","1","41627"
"571","3","1639"
"8588","5","11494"
"7467","2","124"
"4081","5","43654"
"5347","1","4485"
"3155","2","77375"
"6657","1","172"
"1170","1","97901"
"3244","1","41668"
"2256","1","636"
"3672","3","46469"
"7846","1","81826"
"4870","1","1555"
"8356","2","1848"
"5817","5","82370"
"386","1","329"
"3820","4","8280"
"5200","4","38423"
"3117","3","4079"
"5604","2","9241"
"1339","1","6609"
"978","4","5535"
"5042","3","3120"
"4923","3","369"
"4177","2","590"
"3264","4","991"
"1007","5","736"
"1143","3","96142"
"4134","4","726"
"4958","2","5917"
"7070","5","383"
"9690","1","683"
"8434","5","6320"
"4595","3","8973"
"3957","5","1257"
"3951","2","10116"
"4536","1","219"
"3444","1","88085"
"6809","2","4021"
"9526","2","753"
"5676","1","85989"
"2895","3","37260"
"3160","3","443"
"6843","4","7158"
"7461","1","8332"
"6713","1","8530"
"5471","4","6084"
"6949","5","14787"
"2910","1","11072"
"9887","5","76851"
"1732","4","29361"
"5831","4","6491"
"6467","1","60780"
"8024","2","8575"
"8569","1","1501"
"9306","1","381"
"7079","1","5619"
"3069","1","56258"
"1244","5","62179"
"3138","1","691"
"8273","2","59199"
"2836","2","7315"
