"staff","copy_id","date","super"
"425","8606","02 01 2024","Dietrich - Brekke"
"252","8607","02 01 2024","Abbott - O'Reilly"
"34","8608","02 01 2024","Schuster - Hermann"
"25","8609","02 01 2024","Brakus and Sons"
"176","8610","02 01 2024","Kassulke Group"
"371","8611","02 01 2024","Franecki Group"
"198","8612","02 01 2024","Rodriguez Inc"
"2","8613","02 01 2024","Kling LLC"
"212","8614","02 01 2024","Ebert LLC"
"311","8615","02 01 2024","Abbott and Sons"
"292","8616","02 01 2024","Mayert, Volkman and Zieme"
"483","8617","02 01 2024","Jacobson, Kunde and Bahringer"
"367","8618","02 01 2024","Hammes - Heller"
"25","8619","02 01 2024","Fay Group"
"24","8620","02 01 2024","Rath, Metz and Murray"
"98","8621","02 01 2024","Hammes - Powlowski"
"438","8622","02 01 2024","Rohan - Greenfelder"
"302","8623","02 01 2024","Upton, Jakubowski and Yundt"
"16","8624","02 01 2024","Haag - Moen"
"145","8625","02 01 2024","Brown - Kertzmann"
"240","8626","02 01 2024","Mitchell LLC"
"375","8627","02 01 2024","Waelchi Group"
"320","8628","02 01 2024","Boyer Group"
"144","8629","02 01 2024","Rath - Gutkowski"
"100","8630","02 01 2024","Bayer and Sons"
"494","8631","02 01 2024","Batz Group"
"37","8632","02 01 2024","Trantow - Hauck"
"389","8633","02 01 2024","McDermott - Hayes"
"50","8634","02 01 2024","Ankunding - Lakin"
"245","8635","02 01 2024","Bruen - Fadel"
"151","8636","02 01 2024","Jaskolski - Friesen"
"425","8637","02 01 2024","McLaughlin - Rodriguez"
"486","8638","02 01 2024","Kassulke - Harvey"
"99","8639","02 01 2024","Hayes - Little"
"89","8640","02 01 2024","Jakubowski - Hand"
"439","8641","02 01 2024","Brekke Inc"
"437","8642","02 01 2024","McClure - DuBuque"
"303","8643","02 01 2024","Nitzsche and Sons"
"120","8644","02 01 2024","Raynor, Flatley and Kautzer"
"171","8645","02 01 2024","Christiansen Group"
"293","8646","02 01 2024","Douglas, Marvin and Funk"
"475","8647","02 01 2024","Predovic LLC"
"21","8648","02 01 2024","Gusikowski Group"
"171","8649","02 01 2024","D'Amore - Larkin"
"5","8650","02 01 2024","Hand, Gerlach and Stiedemann"
"232","8651","02 01 2024","MacGyver LLC"
"34","8652","02 01 2024","Leannon - Koelpin"
"94","8653","02 01 2024","Stehr Group"
"21","8654","02 01 2024","Mraz and Sons"
"338","8655","02 01 2024","Jast, Walker and Zieme"
"451","8656","02 01 2024","Durgan and Sons"
"454","8657","02 01 2024","Klein Inc"
"475","8658","02 01 2024","Heaney, Bartell and Macejkovic"
"113","8659","02 01 2024","Aufderhar LLC"
"483","8660","02 01 2024","Mills and Sons"
"398","8661","02 01 2024","Morissette and Sons"
"441","8662","02 01 2024","Stamm - Buckridge"
"439","8663","02 01 2024","Mertz LLC"
"178","8664","02 01 2024","Bradtke - Koss"
"351","8665","02 01 2024","Hilpert - Gibson"
"152","8666","02 01 2024","Koelpin LLC"
"444","8667","02 01 2024","Botsford and Sons"
"483","8668","02 01 2024","McLaughlin, Turner and Kuphal"
"483","8669","02 01 2024","Schultz LLC"
"423","8670","02 01 2024","Flatley - Stroman"
"198","8671","02 01 2024","O'Hara Inc"
"213","8672","02 01 2024","Lehner and Sons"
"113","8673","02 01 2024","Kassulke and Sons"
"225","8674","02 01 2024","Mueller, Hoppe and Huels"
"10","8675","02 01 2024","Will - Hayes"
"394","8676","02 01 2024","Mosciski - Hilll"
"441","8677","02 01 2024","Kemmer LLC"
"121","8678","02 01 2024","Olson, McClure and Kris"
"358","8679","02 01 2024","Schinner, Frami and Altenwerth"
"16","8680","02 01 2024","Stiedemann - Kuvalis"
"263","8681","02 01 2024","Thompson, Schuppe and Feeney"
"188","8682","02 01 2024","Bednar Inc"
"399","8683","02 01 2024","Smith and Sons"
"149","8684","02 01 2024","Williamson - Olson"
"250","8685","02 01 2024","Ritchie - D'Amore"
"173","8686","02 01 2024","Gusikowski Group"
"381","8687","02 01 2024","Hills - Kirlin"
"397","8688","02 01 2024","Kessler, Purdy and Fisher"
"303","8689","02 01 2024","Muller - Connelly"
"36","8690","02 01 2024","Kessler Inc"
"13","8691","02 01 2024","Cole Group"
"491","8692","02 01 2024","Runte and Sons"
"114","8693","02 01 2024","Volkman Inc"
"52","8694","02 01 2024","Stamm, Abshire and Turcotte"
"146","8695","02 01 2024","Lockman LLC"
"407","8696","02 01 2024","Metz - Lubowitz"
"298","8697","02 01 2024","Wiza - Zulauf"
"116","8698","02 01 2024","Satterfield - Hamill"
"479","8699","02 01 2024","Sauer - Bruen"
"480","8700","02 01 2024","Hoeger and Sons"
"162","8701","02 01 2024","Price - O'Conner"
"131","8702","02 01 2024","Maggio, Crona and Crona"
"58","8703","02 01 2024","Towne LLC"
"168","8704","02 01 2024","Ondricka and Sons"
"214","8705","02 01 2024","Streich LLC"
"38","8706","02 01 2024","Reichel Inc"
"149","8707","02 01 2024","McLaughlin Group"
"168","8708","02 01 2024","Thiel Inc"
"138","8709","02 01 2024","Maggio, Lowe and Harris"
"39","8710","02 01 2024","Crist - Brakus"
"263","8711","02 01 2024","Ledner, Schultz and Stracke"
"320","8712","02 01 2024","Hickle - Mayer"
"32","8713","02 01 2024","Altenwerth Group"
"35","8714","02 01 2024","Kiehn, Hyatt and Terry"
"360","8715","02 01 2024","Grady - Smith"
"186","8716","02 01 2024","Zieme, Gerlach and Erdman"
"421","8717","02 01 2024","Stark - Rutherford"
"234","8718","02 01 2024","Fadel, Abshire and Rice"
"426","8719","02 01 2024","Steuber, Legros and Larkin"
"446","8720","02 01 2024","Wuckert and Sons"
"463","8721","02 01 2024","Feil, Watsica and Schaefer"
"219","8722","02 01 2024","Rodriguez Inc"
"304","8723","02 01 2024","Schimmel, Pfannerstill and Cassin"
"335","8724","02 01 2024","Jast and Sons"
"178","8725","02 01 2024","Tillman - Koelpin"
"18","8726","02 01 2024","Cummings and Sons"
"347","8727","02 01 2024","O'Keefe and Sons"
"468","8728","02 01 2024","Bogisich Inc"
"124","8729","02 01 2024","Marvin, Harvey and Prosacco"
"141","8730","02 01 2024","Kovacek LLC"
"123","8731","02 01 2024","Kub LLC"
"414","8732","02 01 2024","Franey, Aufderhar and Keeling"
"404","8733","02 01 2024","Johns - Mertz"
"204","8734","02 01 2024","Hagenes LLC"
"260","8735","02 01 2024","Schumm - Mertz"
"143","8736","02 01 2024","Bartoletti - MacGyver"
"357","8737","02 01 2024","Green, Flatley and VonRueden"
"289","8738","02 01 2024","Feest - Wehner"
"338","8739","02 01 2024","White - Wuckert"
"76","8740","02 01 2024","Deckow, Olson and Harber"
"338","8741","02 01 2024","Kuhlman Group"
"328","8742","02 01 2024","Herzog and Sons"
"307","8743","02 01 2024","Heller LLC"
"58","8744","02 01 2024","Hegmann - Hettinger"
"257","8745","02 01 2024","Sipes, Dooley and Muller"
"454","8746","02 01 2024","Cronin LLC"
"454","8747","02 01 2024","Larkin LLC"
"53","8748","02 01 2024","Streich - Hilll"
"467","8749","02 01 2024","Cassin - Kertzmann"
"324","8750","02 01 2024","Stanton - Jast"
"75","8751","02 01 2024","Bins - Gleichner"
"253","8752","02 01 2024","Runolfsdottir - Lesch"
"498","8753","02 01 2024","Blanda - Turcotte"
"460","8754","02 01 2024","Leannon Group"
"90","8755","02 01 2024","Ratke, Hermann and Corkery"
"492","8756","02 01 2024","Padberg - Gleichner"
"329","8757","02 01 2024","Gusikowski, Heller and Bauch"
"151","8758","02 01 2024","Haley - Morissette"
"368","8759","02 01 2024","Ruecker - Boehm"
"91","8760","02 01 2024","Cole, Turner and O'Connell"
"249","8761","02 01 2024","Beer - Heidenreich"
"104","8762","02 01 2024","Runolfsson - Leuschke"
"228","8763","02 01 2024","Boyer - Wisozk"
"411","8764","02 01 2024","Collins, Connelly and Reinger"
"314","8765","02 01 2024","Anderson LLC"
"467","8766","02 01 2024","Waters, Nader and Cremin"
"212","8767","02 01 2024","Kuhic - Kunde"
"94","8768","02 01 2024","Konopelski and Sons"
"308","8769","02 01 2024","Hettinger and Sons"
"459","8770","02 01 2024","Herzog - Barton"
"239","8771","02 01 2024","Kirlin - O'Kon"
"95","8772","02 01 2024","Wuckert and Sons"
"280","8773","02 01 2024","Spinka, Leuschke and Rogahn"
"44","8774","02 01 2024","Kub Group"
"339","8775","02 01 2024","Barton, Dach and Beatty"
"277","8776","02 01 2024","Satterfield, Wilkinson and Muller"
"434","8777","02 01 2024","Lynch, Schaden and Wisoky"
"491","8778","02 01 2024","Blanda LLC"
"182","8779","02 01 2024","Luettgen Inc"
"449","8780","02 01 2024","Sipes, Dicki and Cummings"
"61","8781","02 01 2024","Morissette - Schmitt"
"88","8782","02 01 2024","Champlin, Hamill and Sipes"
"409","8783","02 01 2024","Jenkins - Nader"
"329","8784","02 01 2024","Donnelly, Rodriguez and Schaden"
"428","8785","02 01 2024","Becker - Sporer"
"272","8786","02 01 2024","Koch - Weimann"
"16","8787","02 01 2024","Bosco, Murazik and Willms"
"5","8788","02 01 2024","Wiegand, Purdy and Kreiger"
"470","8789","02 01 2024","Wolf LLC"
"156","8790","02 01 2024","O'Reilly and Sons"
"146","8791","02 01 2024","Daniel - Breitenberg"
"120","8792","02 01 2024","Larson - Harvey"
"463","8793","02 01 2024","Walsh - Botsford"
"129","8794","02 01 2024","Beahan - Jenkins"
"398","8795","02 01 2024","Batz LLC"
"115","8796","02 01 2024","Gleichner, Green and Kohler"
"136","8797","02 01 2024","Kerluke - Bins"
"367","8798","02 01 2024","Ledner - Johns"
"346","8799","02 01 2024","Glover - Greenfelder"
"353","8800","02 01 2024","Luettgen LLC"
"48","8801","02 01 2024","Gleason LLC"
"132","8802","02 01 2024","Gusikowski, Koepp and Weimann"
"177","8803","02 01 2024","Bogan Group"
"110","8804","02 01 2024","Johnston Inc"
"402","8805","02 01 2024","White, Fritsch and Sipes"
"494","8806","02 01 2024","O'Kon - Gislason"
"434","8807","02 01 2024","Hintz - Hudson"
"465","8808","02 01 2024","Sauer, Robel and Goodwin"
"322","8809","02 01 2024","Reichel, Smith and Fadel"
"322","8810","02 01 2024","Rau, Ferry and Jakubowski"
"177","8811","02 01 2024","Tremblay - Pouros"
"403","8812","02 01 2024","Stiedemann - Fahey"
"51","8813","02 01 2024","Powlowski - Runte"
"433","8814","02 01 2024","Tremblay LLC"
"313","8815","02 01 2024","Cassin LLC"
"326","8816","02 01 2024","Kuhn Inc"
"106","8817","02 01 2024","Brown - Satterfield"
"218","8818","02 01 2024","Wolff Inc"
"131","8819","02 01 2024","Yundt - Koepp"
"86","8820","02 01 2024","Robel - Baumbach"
"484","8821","02 01 2024","Bechtelar - Price"
"53","8822","02 01 2024","Ritchie - Dickens"
"365","8823","02 01 2024","Cartwright, Schultz and Klein"
"266","8824","02 01 2024","Schmeler LLC"
"15","8825","02 01 2024","Hyatt - Turner"
"432","8826","02 01 2024","Bahringer and Sons"
"475","8827","02 01 2024","Collins, Crist and Huel"
"50","8828","02 01 2024","Langosh, Wuckert and Blanda"
"409","8829","02 01 2024","Greenfelder - Walker"
"451","8830","02 01 2024","Mann, Hintz and McDermott"
"282","8831","02 01 2024","Schinner - Kilback"
"342","8832","02 01 2024","Parker Inc"
"28","8833","02 01 2024","Hagenes - Hettinger"
"462","8834","02 01 2024","Schoen Inc"
"231","8835","02 01 2024","Bechtelar, O'Keefe and Champlin"
"153","8836","02 01 2024","Witting Group"
"379","8837","02 01 2024","Ratke, Davis and Cartwright"
"224","8838","02 01 2024","Leuschke - Tremblay"
"335","8839","02 01 2024","O'Kon - Mills"
"248","8840","02 01 2024","Pfannerstill, Zieme and Kovacek"
"436","8841","02 01 2024","Olson - Cartwright"
"40","8842","02 01 2024","Grady and Sons"
"194","8843","02 01 2024","White - Nolan"
"411","8844","02 01 2024","Greenfelder, Dickinson and Lebsack"
"80","8845","02 01 2024","Walker Inc"
"344","8846","02 01 2024","Trantow and Sons"
"430","8847","02 01 2024","O'Hara - Schumm"
"281","8848","02 01 2024","Heathcote, Feest and Spinka"
"375","8849","02 01 2024","Krajcik and Sons"
"148","8850","02 01 2024","Hickle, Towne and Kiehn"
"148","8851","02 01 2024","Hermiston, Witting and Schmidt"
"425","8852","02 01 2024","Conroy and Sons"
"121","8853","02 01 2024","Buckridge Group"
"193","8854","02 01 2024","Schmitt Inc"
"344","8855","02 01 2024","Labadie, Von and Hammes"
"497","8856","02 01 2024","Skiles - Haley"
"260","8857","02 01 2024","Yundt - Swaniawski"
"375","8858","02 01 2024","Breitenberg Inc"
"435","8859","02 01 2024","Bailey Group"
"89","8860","02 01 2024","Bayer - Torphy"
"58","8861","02 01 2024","Kiehn Group"
"185","8862","02 01 2024","McGlynn, Fisher and Hickle"
"405","8863","02 01 2024","Kozey and Sons"
"224","8864","02 01 2024","Connelly and Sons"
"309","8865","02 01 2024","Ebert Inc"
"255","8866","02 01 2024","Murphy, Grant and Dare"
"65","8867","02 01 2024","Collier, O'Connell and Gerhold"
"280","8868","02 01 2024","Flatley - Rolfson"
"300","8869","02 01 2024","Tremblay LLC"
"38","8870","02 01 2024","Strosin, Kozey and Padberg"
"211","8871","02 01 2024","Fadel, Christiansen and Schimmel"
"397","8872","02 01 2024","Fahey, Kuphal and Rowe"
"471","8873","02 01 2024","Nienow - Kiehn"
"5","8874","02 01 2024","Kemmer LLC"
"407","8875","02 01 2024","Kautzer, Considine and Weissnat"
"89","8876","02 01 2024","Barton LLC"
"344","8877","02 01 2024","Murazik, O'Keefe and Bahringer"
"155","8878","02 01 2024","Stamm Group"
"218","8879","02 01 2024","Shields - Batz"
"264","8880","02 01 2024","Marquardt - Doyle"
"381","8881","02 01 2024","Langworth, Ledner and Powlowski"
"390","8882","02 01 2024","Quigley, Thiel and Olson"
"145","8883","02 01 2024","Mraz - Franecki"
"26","8884","02 01 2024","Olson Group"
"421","8885","02 01 2024","O'Kon - Murphy"
"460","8886","02 01 2024","Breitenberg, Hettinger and Lowe"
"375","8887","02 01 2024","Lehner, Hamill and Price"
"248","8888","02 01 2024","Pfeffer - Stracke"
"373","8889","02 01 2024","Stoltenberg Group"
"292","8890","02 01 2024","Maggio, Murazik and Heaney"
"310","8891","02 01 2024","Jakubowski and Sons"
"421","8892","02 01 2024","Hauck, Lynch and Harvey"
"245","8893","02 01 2024","Kuhlman - Purdy"
"201","8894","02 01 2024","Yundt LLC"
"309","8895","02 01 2024","Schaefer - Gislason"
"107","8896","02 01 2024","Hamill - Gleichner"
"445","8897","02 01 2024","Rice and Sons"
"487","8898","02 01 2024","Wehner Group"
"16","8899","02 01 2024","Strosin, Gerhold and Powlowski"
"145","8900","02 01 2024","Mertz - Sporer"
"31","8901","02 01 2024","Bergstrom - Cole"
"448","8902","02 01 2024","Reilly - Heidenreich"
"250","8903","02 01 2024","Runte Inc"
"243","8904","02 01 2024","Hudson Group"
"454","8905","02 01 2024","Jenkins Group"
"161","8906","02 01 2024","Anderson, Pagac and Wilderman"
"435","8907","02 01 2024","Franecki, Lockman and Cremin"
"75","8908","02 01 2024","Zboncak - Ryan"
"15","8909","02 01 2024","Hahn and Sons"
"439","8910","02 01 2024","Wuckert, Ruecker and Bauch"
"450","8911","02 01 2024","Jerde - Zboncak"
"191","8912","02 01 2024","Lubowitz, Zieme and Roberts"
"6","8913","02 01 2024","Stehr, Oberbrunner and Kirlin"
"178","8914","02 01 2024","Schowalter, Wyman and Berge"
"295","8915","02 01 2024","Rice Inc"
"63","8916","02 01 2024","Von, Strosin and Metz"
"85","8917","02 01 2024","Gulgowski, Predovic and Franecki"
"305","8918","02 01 2024","Kerluke - Braun"
"456","8919","02 01 2024","Hand - Jacobson"
"74","8920","02 01 2024","Cummings Group"
"476","8921","02 01 2024","Mohr, Fay and Zboncak"
"82","8922","02 01 2024","Farrell, Satterfield and Kerluke"
"356","8923","02 01 2024","Kub, Kulas and Trantow"
"76","8924","02 01 2024","Pfannerstill, VonRueden and McCullough"
"256","8925","02 01 2024","Walker and Sons"
"114","8926","02 01 2024","Cummerata Group"
"422","8927","02 01 2024","Fritsch, Halvorson and Hamill"
"313","8928","02 01 2024","Bauch, Nitzsche and Franey"
"222","8929","02 01 2024","Goldner, Emmerich and Orn"
"220","8930","02 01 2024","Baumbach Inc"
"356","8931","02 01 2024","Hansen - Ortiz"
"207","8932","02 01 2024","Greenfelder - Gusikowski"
"199","8933","02 01 2024","Bode Inc"
"443","8934","02 01 2024","Dach - Runte"
"251","8935","02 01 2024","Kuhlman Inc"
"25","8936","02 01 2024","D'Amore and Sons"
"164","8937","02 01 2024","Bergstrom LLC"
"404","8938","02 01 2024","Anderson - Luettgen"
"180","8939","02 01 2024","Gleason - Wyman"
"377","8940","02 01 2024","Gislason - Feil"
"129","8941","02 01 2024","Vandervort, Schowalter and Osinski"
"436","8942","02 01 2024","Conroy, Schultz and Kling"
"208","8943","02 01 2024","Botsford, Koelpin and Koch"
"134","8944","02 01 2024","Johnson - Buckridge"
"25","8945","02 01 2024","Hoeger - Greenfelder"
"115","8946","02 01 2024","Tremblay and Sons"
"61","8947","02 01 2024","Renner, Stroman and Cronin"
"236","8948","02 01 2024","Upton, Kertzmann and O'Keefe"
"170","8949","02 01 2024","Zemlak - Frami"
"112","8950","02 01 2024","Mueller Group"
"375","8951","02 01 2024","Stanton - Brown"
"32","8952","02 01 2024","Mitchell - Langworth"
"321","8953","02 01 2024","Zemlak - Davis"
"399","8954","02 01 2024","Johnston, Wilkinson and Bosco"
"288","8955","02 01 2024","Wiza - Kuhlman"
"449","8956","02 01 2024","Brekke, Dickens and Koelpin"
"431","8957","02 01 2024","Mitchell, Parisian and Mann"
"165","8958","02 01 2024","Hahn, Wiza and Brakus"
"242","8959","02 01 2024","Auer - Ruecker"
"243","8960","02 01 2024","Moore Inc"
"481","8961","02 01 2024","Bradtke, Beer and Lubowitz"
"390","8962","02 01 2024","Hackett, Schaefer and Barton"
"463","8963","02 01 2024","Rogahn - Raynor"
"17","8964","02 01 2024","Altenwerth - Mayer"
"488","8965","02 01 2024","Weber, Hermann and Flatley"
"270","8966","02 01 2024","Friesen LLC"
"224","8967","02 01 2024","Brown - Bergnaum"
"325","8968","02 01 2024","Becker, Rogahn and Graham"
"436","8969","02 01 2024","Gleason - Strosin"
"178","8970","02 01 2024","O'Conner, Lemke and Pouros"
"261","8971","02 01 2024","O'Conner - Leffler"
"199","8972","02 01 2024","Price - Ryan"
"226","8973","02 01 2024","Welch, Williamson and Haag"
"300","8974","02 01 2024","Baumbach - Greenfelder"
"222","8975","02 01 2024","Towne - Sporer"
"282","8976","02 01 2024","Bode LLC"
"137","8977","02 01 2024","Farrell Inc"
"430","8978","02 01 2024","Reichert - Hagenes"
"425","8979","02 01 2024","Schamberger and Sons"
"452","8980","02 01 2024","Barton, Brown and Harvey"
"386","8981","02 01 2024","Hoeger and Sons"
"477","8982","02 01 2024","Hessel LLC"
"273","8983","02 01 2024","Lueilwitz and Sons"
"166","8984","02 01 2024","Bashirian, Lueilwitz and Macejkovic"
"246","8985","02 01 2024","Davis and Sons"
"208","8986","02 01 2024","Yundt, Goodwin and Walter"
"479","8987","02 01 2024","Hammes, Kohler and Haag"
"144","8988","02 01 2024","Pfannerstill, Hahn and Goyette"
"100","8989","02 01 2024","Effertz, Auer and Buckridge"
"242","8990","02 01 2024","Connelly - Rodriguez"
"218","8991","02 01 2024","Feil, Sipes and Gislason"
"228","8992","02 01 2024","Schmeler - Wisoky"
"205","8993","02 01 2024","Stroman - Skiles"
"301","8994","02 01 2024","Howell, Braun and Sporer"
"163","8995","02 01 2024","Runte - Kihn"
"495","8996","02 01 2024","Johnston, Kutch and Gorczany"
"92","8997","02 01 2024","Lehner - Weissnat"
"240","8998","02 01 2024","Marks, Block and Emmerich"
"443","8999","02 01 2024","Rowe LLC"
"134","9000","02 01 2024","Cronin, Swaniawski and Shanahan"
"321","9001","02 01 2024","White, Heathcote and Stanton"
"139","9002","02 01 2024","Howell LLC"
"221","9003","02 01 2024","Keebler - Schaden"
"225","9004","02 01 2024","Conn Inc"
"398","9005","02 01 2024","Rutherford Group"
"468","9006","02 01 2024","O'Reilly Inc"
"138","9007","02 01 2024","Kuhic Inc"
"28","9008","02 01 2024","Larson - Langworth"
"44","9009","02 01 2024","Macejkovic Group"
"380","9010","02 01 2024","Fay, Weber and Gerlach"
"157","9011","02 01 2024","Lehner, Sauer and Toy"
"47","9012","02 01 2024","Jones Group"
"367","9013","02 01 2024","Casper Group"
"125","9014","02 01 2024","Roob LLC"
"118","9015","02 01 2024","MacGyver - Labadie"
"345","9016","02 01 2024","Jacobs Group"
"165","9017","02 01 2024","Bauch Inc"
"169","9018","02 01 2024","Jerde, Wolf and Dooley"
"257","9019","02 01 2024","Adams - Kautzer"
"159","9020","02 01 2024","Armstrong and Sons"
"176","9021","02 01 2024","Cremin Group"
"62","9022","02 01 2024","Hodkiewicz - Bednar"
"105","9023","02 01 2024","Purdy, Gleichner and Dare"
"399","9024","02 01 2024","Robel - Bins"
"9","9025","02 01 2024","Boyle LLC"
"368","9026","02 01 2024","Murazik Group"
"160","9027","02 01 2024","Davis - Hammes"
"172","9028","02 01 2024","Beahan - Ruecker"
"37","9029","02 01 2024","Gleason and Sons"
"228","9030","02 01 2024","Ryan Group"
"330","9031","02 01 2024","Vandervort, Mitchell and Balistreri"
"171","9032","02 01 2024","Jerde - Mills"
"254","9033","02 01 2024","Mertz, Goodwin and Gerhold"
"115","9034","02 01 2024","Durgan, Kilback and Wintheiser"
"118","9035","02 01 2024","Stark, Farrell and Senger"
"20","9036","02 01 2024","Watsica and Sons"
"173","9037","02 01 2024","O'Keefe, Wunsch and Jacobs"
"396","9038","02 01 2024","Crooks, Littel and Hand"
"97","9039","02 01 2024","Bosco - Kiehn"
"404","9040","02 01 2024","Rowe, Hammes and Windler"
"22","9041","02 01 2024","Osinski - Langworth"
"39","9042","02 01 2024","Stark - McLaughlin"
"229","9043","02 01 2024","Monahan, Flatley and Zulauf"
"167","9044","02 01 2024","Bednar - Lehner"
"434","9045","02 01 2024","MacGyver, Schuster and Farrell"
"6","9046","02 01 2024","Roob, Huel and Bosco"
"279","9047","02 01 2024","Wiza, Wyman and Hickle"
"158","9048","02 01 2024","Ondricka, Altenwerth and Langosh"
"163","9049","02 01 2024","West, McKenzie and Hayes"
"189","9050","02 01 2024","Orn, Beahan and Schamberger"
"158","9051","02 01 2024","Gusikowski, McGlynn and Grady"
"298","9052","02 01 2024","Kassulke Group"
"314","9053","02 01 2024","Murphy Inc"
"309","9054","02 01 2024","Terry, Williamson and Lang"
"54","9055","02 01 2024","Hyatt - Kuphal"
"279","9056","02 01 2024","Abshire LLC"
"430","9057","02 01 2024","Hodkiewicz - Bogan"
"263","9058","02 01 2024","Haley - Walter"
"90","9059","02 01 2024","Green Group"
"223","9060","02 01 2024","Swaniawski, Macejkovic and Dickens"
"153","9061","02 01 2024","Cassin - Beahan"
"72","9062","02 01 2024","Buckridge - Champlin"
"386","9063","02 01 2024","Altenwerth - Lubowitz"
"74","9064","02 01 2024","Ebert and Sons"
"421","9065","02 01 2024","Kautzer - Lynch"
"303","9066","02 01 2024","Ullrich LLC"
"170","9067","02 01 2024","Hermann, Lakin and Torp"
"211","9068","02 01 2024","Bogisich LLC"
"104","9069","02 01 2024","Turner, Armstrong and Champlin"
"15","9070","02 01 2024","King, Cole and Lebsack"
"194","9071","02 01 2024","Gerlach - McClure"
"90","9072","02 01 2024","Dach - White"
"115","9073","02 01 2024","Hartmann - Veum"
"71","9074","02 01 2024","Streich, Keebler and Crist"
"481","9075","02 01 2024","Spencer, Hermiston and Mraz"
"114","9076","02 01 2024","Barrows - Purdy"
"468","9077","02 01 2024","Zemlak, Hagenes and Tromp"
"98","9078","02 01 2024","Dibbert, Donnelly and Herzog"
"20","9079","02 01 2024","Adams - Dare"
"238","9080","02 01 2024","Fay Group"
"471","9081","02 01 2024","O'Reilly and Sons"
"273","9082","02 01 2024","Dietrich, O'Connell and Wolf"
"299","9083","02 01 2024","Willms - Hansen"
"279","9084","02 01 2024","White - Osinski"
"468","9085","02 01 2024","Sauer - Mante"
"350","9086","02 01 2024","Stiedemann Inc"
"330","9087","02 01 2024","Murphy LLC"
"120","9088","02 01 2024","Lynch - Ziemann"
"436","9089","02 01 2024","Prosacco, Armstrong and Lockman"
"408","9090","02 01 2024","Hane LLC"
"316","9091","02 01 2024","Doyle, Dietrich and Pollich"
"19","9092","02 01 2024","Corkery - West"
"352","9093","02 01 2024","Stehr - Tromp"
"432","9094","02 01 2024","Ruecker Group"
"50","9095","02 01 2024","Mraz Group"
"375","9096","02 01 2024","Block, DuBuque and Kertzmann"
"246","9097","02 01 2024","D'Amore, Hoeger and Macejkovic"
"39","9098","02 01 2024","Ruecker - Stracke"
"37","9099","02 01 2024","Wolff - Reynolds"
"453","9100","02 01 2024","Rogahn - Kunze"
"2","9101","02 01 2024","Rau and Sons"
"276","9102","02 01 2024","Parisian, Treutel and Zulauf"
"197","9103","02 01 2024","Becker Inc"
"109","9104","02 01 2024","Crooks, Herman and MacGyver"
"43","9105","02 01 2024","Dare, Ledner and Champlin"
"235","9106","02 01 2024","Cruickshank - Jast"
"231","9107","02 01 2024","Roob - McClure"
"467","9108","02 01 2024","Franecki, Ortiz and McDermott"
"10","9109","02 01 2024","O'Keefe, King and Krajcik"
"454","9110","02 01 2024","Schroeder - Lakin"
"37","9111","02 01 2024","Jast - Murazik"
"248","9112","02 01 2024","Hoeger, Mraz and Schamberger"
"281","9113","02 01 2024","Dibbert - Wiza"
"238","9114","02 01 2024","Watsica - Koepp"
"301","9115","02 01 2024","Toy and Sons"
"417","9116","02 01 2024","Marquardt, Hilpert and Homenick"
"389","9117","02 01 2024","Glover, Kuphal and Boyle"
"382","9118","02 01 2024","McLaughlin, Zieme and Metz"
"270","9119","02 01 2024","Lind and Sons"
"468","9120","02 01 2024","Hayes - Mraz"
"253","9121","02 01 2024","Gislason - Bruen"
"92","9122","02 01 2024","Davis - Grimes"
"475","9123","02 01 2024","Murphy, Steuber and Champlin"
"365","9124","02 01 2024","MacGyver Inc"
"43","9125","02 01 2024","Heaney, Abernathy and Glover"
"254","9126","02 01 2024","Kirlin LLC"
"336","9127","02 01 2024","Halvorson - Paucek"
"15","9128","02 01 2024","Erdman - Doyle"
"340","9129","02 01 2024","Jakubowski Group"
"106","9130","02 01 2024","Bernhard and Sons"
"2","9131","02 01 2024","Prohaska Inc"
"426","9132","02 01 2024","Friesen Group"
"150","9133","02 01 2024","Gislason - Morissette"
"363","9134","02 01 2024","Schultz Inc"
"322","9135","02 01 2024","Connelly and Sons"
"354","9136","02 01 2024","Kuhic Group"
"421","9137","02 01 2024","Jacobs, Weber and Volkman"
"295","9138","02 01 2024","Ziemann - King"
"358","9139","02 01 2024","Rolfson, Moen and Bins"
"40","9140","02 01 2024","O'Conner - Thompson"
"302","9141","02 01 2024","Kessler, Hammes and Cormier"
"456","9142","02 01 2024","Hagenes Inc"
"443","9143","02 01 2024","Ullrich Group"
"325","9144","02 01 2024","Kutch Group"
"244","9145","02 01 2024","Toy - Cole"
"129","9146","02 01 2024","Kozey LLC"
"46","9147","02 01 2024","Barrows - Beier"
"200","9148","02 01 2024","Greenholt Group"
"70","9149","02 01 2024","McGlynn, Barton and Larson"
"486","9150","02 01 2024","Konopelski - Klocko"
"195","9151","02 01 2024","Klein, Kris and Huels"
"239","9152","02 01 2024","Runolfsdottir, Hermann and Collier"
"121","9153","02 01 2024","Pacocha LLC"
"303","9154","02 01 2024","Ledner - Collier"
"380","9155","02 01 2024","Willms and Sons"
"5","9156","02 01 2024","Rempel and Sons"
"236","9157","02 01 2024","Volkman, O'Keefe and Goldner"
"472","9158","02 01 2024","Kuphal - King"
"451","9159","02 01 2024","Willms LLC"
